Year,Lat,Lon,days_below_55F,days_below_32F,days_below_28F,days_below_26F,annual_min_temp_F
1959,33.25,-89.25,166,36,21,15,12.540852
1959,33.25,-89.0,168,35,21,14,12.720148
1959,33.25,-88.75,167,40,24,15,13.374054
1959,33.25,-88.5,165,37,19,13,14.10882
1959,33.25,-88.25,165,34,17,13,14.302179
1959,33.25,-88.0,167,33,18,13,14.273174
1959,33.25,-87.75,169,36,17,12,15.116924
1959,33.25,-87.5,169,35,19,12,15.208332
1959,33.25,-87.25,169,39,20,12,14.867315
1959,33.25,-87.0,170,40,21,13,14.417316
1959,33.25,-86.75,170,40,23,13,14.477081
1959,33.25,-86.5,169,36,19,13,14.723175
1959,33.25,-86.25,170,38,19,14,14.870831
1959,33.25,-86.0,172,36,20,15,14.976299
1959,33.25,-85.75,176,38,17,15,14.779425
1959,33.25,-85.5,172,33,17,14,15.6513
1959,33.25,-85.25,171,31,20,13,15.202179
1959,33.25,-85.0,167,33,22,16,14.738117
1959,33.25,-84.75,168,34,23,17,14.998272
1959,33.25,-84.5,166,33,23,15,15.615704
1959,33.25,-84.25,166,31,21,15,15.700079
1959,33.25,-84.0,165,30,17,11,17.041729
1959,33.25,-83.75,162,27,16,11,17.368683
1959,33.25,-83.5,158,26,16,12,17.495245
1959,33.25,-83.25,159,25,17,14,17.358135
1959,33.25,-83.0,158,27,20,14,16.781574
1959,33.25,-82.75,157,26,19,13,16.662043
1959,33.25,-82.5,157,25,19,12,16.93626
1959,33.25,-82.25,156,26,16,12,17.284307
1959,33.25,-82.0,155,26,16,12,17.562042
1959,33.25,-81.75,155,25,17,12,17.762432
1959,33.25,-81.5,156,25,17,11,17.871418
1959,33.25,-81.25,156,25,17,11,17.842413
1959,33.25,-81.0,151,23,16,11,18.116632
1959,33.25,-80.75,151,21,15,11,18.450617
1959,33.25,-80.5,150,20,13,10,19.009602
1959,33.25,-80.25,148,19,11,9,19.54134
1959,33.25,-80.0,148,16,9,4,21.612041
1959,33.25,-79.75,147,19,12,9,20.52835
1959,33.25,-79.5,136,13,9,3,22.58587
1959,33.25,-79.25,119,6,2,1,25.837824
1959,33.0,-95.0,167,34,22,16,10.99881
1959,33.0,-94.75,168,35,23,15,11.767414
1959,33.0,-94.5,160,33,17,10,12.964045
1959,33.0,-94.25,159,34,19,12,14.264826
1959,33.0,-94.0,159,33,17,14,15.029034
1959,33.0,-93.75,159,33,17,13,15.654816
1959,33.0,-93.5,161,33,17,11,16.6471
1959,33.0,-93.25,163,34,17,12,16.329815
1959,33.0,-93.0,163,34,16,13,16.154034
1959,33.0,-92.75,161,33,16,12,16.18216
1959,33.0,-92.5,158,32,17,14,16.052082
1959,33.0,-92.25,159,32,17,13,16.13294
1959,33.0,-92.0,161,31,16,13,16.41419
1959,33.0,-91.75,159,31,16,12,16.749054
1959,33.0,-91.5,159,31,15,13,17.16126
1959,33.0,-91.25,157,26,14,12,17.252666
1959,33.0,-91.0,157,28,14,13,16.98548
1959,33.0,-90.75,157,27,15,12,16.79212
1959,33.0,-90.5,161,27,15,12,16.45506
1959,33.0,-90.25,163,29,16,13,15.060675
1959,33.0,-90.0,165,34,21,14,14.055206
1959,33.0,-89.75,165,37,25,15,13.608723
1959,33.0,-89.5,165,35,22,15,13.439972
1959,33.0,-89.25,166,33,19,15,13.214972
1959,33.0,-89.0,165,35,24,17,13.323956
1959,33.0,-88.75,164,34,20,14,14.283722
1959,33.0,-88.5,165,33,17,13,15.334894
1959,33.0,-88.25,164,34,16,12,16.111847
1959,33.0,-88.0,162,32,14,12,16.4388
1959,33.0,-87.75,161,30,14,12,17.14632
1959,33.0,-87.5,161,30,15,12,17.31419
1959,33.0,-87.25,164,31,16,12,17.018879
1959,33.0,-87.0,165,32,20,12,16.49505
1959,33.0,-86.75,166,39,20,13,16.168097
1959,33.0,-86.5,166,30,16,12,16.389582
1959,33.0,-86.25,166,28,16,12,16.656769
1959,33.0,-86.0,169,27,16,12,16.874737
1959,33.0,-85.75,170,29,15,12,17.160381
1959,33.0,-85.5,168,31,17,11,17.508429
1959,33.0,-85.25,167,31,18,13,17.371319
1959,33.0,-85.0,165,33,17,13,17.223663
1959,33.0,-84.75,165,32,22,12,16.766632
1959,33.0,-84.5,164,32,24,14,15.690851
1959,33.0,-84.25,162,30,18,11,16.942413
1959,33.0,-84.0,157,27,16,11,17.800226
1959,33.0,-83.75,155,25,16,11,18.194855
1959,33.0,-83.5,154,23,16,10,18.215948
1959,33.0,-83.25,156,26,18,14,17.54798
1959,33.0,-83.0,154,26,18,14,17.593683
1959,33.0,-82.75,153,24,18,13,17.565557
1959,33.0,-82.5,153,25,18,13,17.372198
1959,33.0,-82.25,153,26,17,12,17.273762
1959,33.0,-82.0,153,25,17,12,17.590168
1959,33.0,-81.75,153,25,17,13,17.769464
1959,33.0,-81.5,151,24,17,12,17.878448
1959,33.0,-81.25,152,23,16,12,18.029621
1959,33.0,-81.0,148,23,13,12,18.588604
1959,33.0,-80.75,147,21,15,12,18.893585
1959,33.0,-80.5,146,21,15,12,19.124298
1959,33.0,-80.25,145,20,13,11,19.373907
1959,33.0,-80.0,143,20,12,11,19.726788
1959,33.0,-79.75,134,13,7,5,21.17962
1959,32.75,-95.0,165,35,21,14,11.877716
1959,32.75,-94.75,162,30,19,11,13.069513
1959,32.75,-94.5,158,31,20,11,14.311407
1959,32.75,-94.25,155,31,13,11,15.401691
1959,32.75,-94.0,156,29,13,9,16.1013
1959,32.75,-93.75,157,31,14,10,16.523174
1959,32.75,-93.5,158,32,14,11,17.236847
1959,32.75,-93.25,160,33,14,11,16.843098
1959,32.75,-93.0,159,34,15,11,16.677862
1959,32.75,-92.75,158,31,15,12,16.748175
1959,32.75,-92.5,156,32,18,15,16.379034
1959,32.75,-92.25,156,31,18,15,16.857159
1959,32.75,-92.0,156,31,17,14,17.525127
1959,32.75,-91.75,158,30,15,13,17.934698
1959,32.75,-91.5,157,29,15,12,18.05423
1959,32.75,-91.25,156,27,14,11,18.00501
1959,32.75,-91.0,156,27,15,11,17.783527
1959,32.75,-90.75,156,27,15,12,17.534357
1959,32.75,-90.5,157,27,15,11,16.916925
1959,32.75,-90.25,162,33,18,15,15.257549
1959,32.75,-90.0,160,34,20,16,15.011456
1959,32.75,-89.75,162,33,18,14,14.951691
1959,32.75,-89.5,161,32,18,13,14.930597
1959,32.75,-89.25,162,32,20,14,14.842707
1959,32.75,-89.0,163,31,17,14,15.436848
1959,32.75,-88.75,164,31,17,12,16.023956
1959,32.75,-88.5,162,32,16,12,16.63216
1959,32.75,-88.25,162,35,18,12,17.159504
1959,32.75,-88.0,162,34,16,13,17.634113
1959,32.75,-87.75,160,33,15,13,18.039288
1959,32.75,-87.5,159,30,14,12,18.414581
1959,32.75,-87.25,161,30,15,12,18.467316
1959,32.75,-87.0,163,30,17,12,18.169367
1959,32.75,-86.75,163,31,18,12,16.69632
1959,32.75,-86.5,163,27,17,12,17.26585
1959,32.75,-86.25,163,27,17,11,17.779133
1959,32.75,-86.0,163,27,14,10,18.253742
1959,32.75,-85.75,160,27,13,10,18.922588
1959,32.75,-85.5,162,28,13,10,18.496319
1959,32.75,-85.25,162,30,17,10,17.673664
1959,32.75,-85.0,162,29,17,10,17.445148
1959,32.75,-84.75,161,29,15,10,17.705303
1959,32.75,-84.5,158,28,15,10,17.255304
1959,32.75,-84.25,159,30,19,13,16.045929
1959,32.75,-84.0,158,28,19,13,16.611944
1959,32.75,-83.75,157,25,19,13,16.188751
1959,32.75,-83.5,156,25,20,14,16.491095
1959,32.75,-83.25,156,24,20,15,16.200617
1959,32.75,-83.0,152,25,18,14,17.132257
1959,32.75,-82.75,150,25,17,12,17.68421
1959,32.75,-82.5,149,25,17,12,17.487335
1959,32.75,-82.25,149,25,16,12,17.374836
1959,32.75,-82.0,149,24,16,12,17.562042
1959,32.75,-81.75,147,22,16,11,17.758917
1959,32.75,-81.5,149,23,16,12,17.994465
1959,32.75,-81.25,148,24,15,12,18.324932
1959,32.75,-81.0,144,23,15,12,18.613214
1959,32.75,-80.75,145,21,14,12,18.873371
1959,32.75,-80.5,141,19,12,11,19.40423
1959,32.75,-80.25,136,16,9,7,20.05462
1959,32.75,-80.0,132,14,7,4,20.539776
1959,32.5,-95.0,160,33,18,12,13.227716
1959,32.5,-94.75,155,30,19,11,14.160236
1959,32.5,-94.5,155,32,16,12,15.253595
1959,32.5,-94.25,153,32,14,11,16.199738
1959,32.5,-94.0,154,28,13,10,16.83255
1959,32.5,-93.75,156,28,13,8,17.268488
1959,32.5,-93.5,156,29,13,10,17.936457
1959,32.5,-93.25,156,30,14,11,17.739582
1959,32.5,-93.0,156,31,15,11,17.236847
1959,32.5,-92.75,156,29,15,12,17.096222
1959,32.5,-92.5,157,30,15,10,17.500519
1959,32.5,-92.25,156,28,16,13,18.379425
1959,32.5,-92.0,156,28,15,13,18.718683
1959,32.5,-91.75,155,27,15,12,18.76087
1959,32.5,-91.5,155,26,15,12,18.6097
1959,32.5,-91.25,154,26,14,10,18.669464
1959,32.5,-91.0,152,22,14,9,18.425129
1959,32.5,-90.75,156,25,14,9,17.693878
1959,32.5,-90.5,158,31,17,14,16.769268
1959,32.5,-90.25,156,30,17,14,16.586456
1959,32.5,-90.0,157,31,17,13,16.684895
1959,32.5,-89.75,161,29,17,13,17.015362
1959,32.5,-89.5,161,28,16,13,17.16302
1959,32.5,-89.25,161,30,17,13,17.236847
1959,32.5,-89.0,160,29,17,12,17.317707
1959,32.5,-88.75,160,31,16,12,17.342316
1959,32.5,-88.5,159,32,14,12,17.59544
1959,32.5,-88.25,159,31,14,12,18.210674
1959,32.5,-88.0,157,27,14,12,18.924347
1959,32.5,-87.75,158,31,14,13,18.788116
1959,32.5,-87.5,158,30,17,13,18.489288
1959,32.5,-87.25,158,29,18,13,17.919758
1959,32.5,-87.0,161,29,19,14,17.255304
1959,32.5,-86.75,160,26,18,13,17.297491
1959,32.5,-86.5,160,26,16,10,18.229132
1959,32.5,-86.25,157,26,15,9,18.306477
1959,32.5,-86.0,155,26,16,9,17.733429
1959,32.5,-85.75,156,26,16,11,17.923273
1959,32.5,-85.5,162,27,17,13,17.05843
1959,32.5,-85.25,161,28,15,13,17.599834
1959,32.5,-85.0,160,28,15,13,17.543585
1959,32.5,-84.75,160,29,15,14,16.917805
1959,32.5,-84.5,160,29,17,14,17.609064
1959,32.5,-84.25,159,28,18,13,16.877813
1959,32.5,-84.0,156,25,19,12,16.543829
1959,32.5,-83.75,153,23,18,12,16.445393
1959,32.5,-83.5,150,23,18,13,16.84969
1959,32.5,-83.25,149,22,17,13,16.23797
1959,32.5,-83.0,148,23,17,11,16.793438
1959,32.5,-82.75,147,25,16,12,17.051397
1959,32.5,-82.5,147,25,16,11,17.093586
1959,32.5,-82.25,146,24,15,11,17.754522
1959,32.5,-82.0,146,23,15,12,17.638508
1959,32.5,-81.75,147,22,15,12,17.815166
1959,32.5,-81.5,148,24,15,12,18.145636
1959,32.5,-81.25,146,24,15,12,18.581573
1959,32.5,-81.0,142,20,13,11,18.871174
1959,32.5,-80.75,136,16,9,7,19.790949
1959,32.5,-80.5,123,7,3,1,22.803839
1959,32.25,-95.0,157,28,17,11,14.012579
1959,32.25,-94.75,155,30,16,11,14.543438
1959,32.25,-94.5,154,32,15,12,15.991877
1959,32.25,-94.25,154,30,14,12,16.973175
1959,32.25,-94.0,153,29,13,11,17.679815
1959,32.25,-93.75,153,26,13,8,18.108723
1959,32.25,-93.5,154,26,14,9,18.790752
1959,32.25,-93.25,155,26,13,8,18.861065
1959,32.25,-93.0,156,27,14,9,18.37591
1959,32.25,-92.75,157,28,15,10,18.143879
1959,32.25,-92.5,158,25,15,7,18.6888
1959,32.25,-92.25,155,26,16,11,19.302277
1959,32.25,-92.0,155,25,15,12,19.305792
1959,32.25,-91.75,155,26,15,12,19.228449
1959,32.25,-91.5,155,26,15,10,19.340948
1959,32.25,-91.25,151,20,13,8,19.776886
1959,32.25,-91.0,151,21,12,8,19.5242
1959,32.25,-90.75,156,24,14,10,18.748566
1959,32.25,-90.5,157,31,17,12,17.897785
1959,32.25,-90.25,156,30,17,12,18.010284
1959,32.25,-90.0,155,26,16,12,18.555206
1959,32.25,-89.75,158,26,15,13,18.780207
1959,32.25,-89.5,159,28,16,12,18.823273
1959,32.25,-89.25,160,29,16,12,18.868977
1959,32.25,-89.0,160,29,13,12,18.871613
1959,32.25,-88.75,158,29,13,12,18.716925
1959,32.25,-88.5,157,29,14,12,18.906769
1959,32.25,-88.25,157,28,13,11,19.272394
1959,32.25,-88.0,155,26,13,10,19.68548
1959,32.25,-87.75,155,27,13,11,19.537823
1959,32.25,-87.5,155,27,15,11,19.249542
1959,32.25,-87.25,156,27,17,12,18.542902
1959,32.25,-87.0,155,27,18,12,17.569073
1959,32.25,-86.75,157,26,18,12,17.326496
1959,32.25,-86.5,157,26,17,10,17.960186
1959,32.25,-86.25,153,26,17,13,17.482502
1959,32.25,-86.0,154,27,18,13,16.72796
1959,32.25,-85.75,153,27,16,11,16.77718
1959,32.25,-85.5,152,28,16,11,16.534601
1959,32.25,-85.25,155,28,15,10,17.501398
1959,32.25,-85.0,156,28,15,10,18.172882
1959,32.25,-84.75,157,29,15,12,17.705303
1959,32.25,-84.5,157,28,16,13,17.431086
1959,32.25,-84.25,157,23,17,12,17.696955
1959,32.25,-84.0,153,23,16,11,17.173126
1959,32.25,-83.75,152,22,16,11,16.550861
1959,32.25,-83.5,151,21,17,11,16.480549
1959,32.25,-83.25,149,21,17,11,16.28719
1959,32.25,-83.0,147,22,16,12,16.733673
1959,32.25,-82.75,146,23,14,11,16.886164
1959,32.25,-82.5,146,23,14,10,16.89671
1959,32.25,-82.25,146,22,14,9,17.91624
1959,32.25,-82.0,147,21,14,9,17.884602
1959,32.25,-81.75,145,20,14,12,18.067413
1959,32.25,-81.5,143,23,15,12,18.436554
1959,32.25,-81.25,140,21,15,12,18.714289
1959,32.25,-81.0,135,16,9,7,19.704376
1959,32.25,-80.75,117,6,1,1,23.675714
1959,32.0,-95.0,154,31,16,11,15.042658
1959,32.0,-94.75,153,32,15,12,15.401251
1959,32.0,-94.5,156,31,15,12,16.76883
1959,32.0,-94.25,153,29,13,10,17.897785
1959,32.0,-94.0,152,25,12,7,18.639582
1959,32.0,-93.75,154,22,11,6,19.152863
1959,32.0,-93.5,153,24,14,8,19.504425
1959,32.0,-93.25,153,25,14,8,19.778645
1959,32.0,-93.0,155,25,14,9,19.78216
1959,32.0,-92.75,154,25,15,11,19.63802
1959,32.0,-92.5,154,22,15,7,19.983429
1959,32.0,-92.25,156,22,14,8,20.205791
1959,32.0,-92.0,157,23,14,8,20.198761
1959,32.0,-91.75,154,24,15,9,20.135479
1959,32.0,-91.5,151,24,13,8,20.328838
1959,32.0,-91.25,150,18,11,7,20.603058
1959,32.0,-91.0,153,22,13,7,20.202717
1959,32.0,-90.75,155,26,15,9,19.53123
1959,32.0,-90.5,156,27,16,11,19.330841
1959,32.0,-90.25,156,27,16,11,19.446857
1959,32.0,-90.0,155,25,14,9,19.858185
1959,32.0,-89.75,154,25,14,10,20.07132
1959,32.0,-89.5,157,27,13,11,20.106476
1959,32.0,-89.25,159,27,13,12,20.10296
1959,32.0,-89.0,160,26,13,11,20.033527
1959,32.0,-88.75,157,26,13,11,19.921026
1959,32.0,-88.5,157,26,13,11,19.963215
1959,32.0,-88.25,156,26,13,11,20.184698
1959,32.0,-88.0,153,25,13,10,20.233917
1959,32.0,-87.75,154,25,14,11,19.994854
1959,32.0,-87.5,152,25,14,10,19.805012
1959,32.0,-87.25,153,26,14,10,19.523762
1959,32.0,-87.0,154,25,14,10,18.70462
1959,32.0,-86.75,156,25,17,11,18.27923
1959,32.0,-86.5,154,26,18,12,17.428448
1959,32.0,-86.25,154,25,18,13,17.25047
1959,32.0,-86.0,155,26,18,12,17.053595
1959,32.0,-85.75,152,26,16,12,17.327814
1959,32.0,-85.5,152,26,15,10,17.85296
1959,32.0,-85.25,152,24,14,10,19.252178
1959,32.0,-85.0,153,22,14,9,19.424444
1959,32.0,-84.75,155,25,15,11,18.496319
1959,32.0,-84.5,154,24,16,11,17.7721
1959,32.0,-84.25,150,21,15,11,17.786163
1959,32.0,-84.0,148,21,15,11,17.835382
1959,32.0,-83.75,148,20,15,11,17.352423
1959,32.0,-83.5,149,21,15,11,17.064142
1959,32.0,-83.25,149,22,14,11,16.874298
1959,32.0,-83.0,145,23,13,11,17.13797
1959,32.0,-82.75,144,21,13,11,17.34671
1959,32.0,-82.5,144,20,13,10,17.59632
1959,32.0,-82.25,143,22,14,9,17.230694
1959,32.0,-82.0,144,20,14,9,18.000616
1959,32.0,-81.75,142,23,15,11,18.123663
1959,32.0,-81.5,139,19,14,10,18.643976
1959,32.0,-81.25,136,18,12,8,19.400715
1959,32.0,-81.0,114,6,1,1,24.638996
1959,31.75,-95.0,151,30,16,11,16.259064
1959,31.75,-94.75,152,29,14,12,16.733673
1959,31.75,-94.5,150,27,13,9,17.679377
1959,31.75,-94.25,151,22,12,6,18.776691
1959,31.75,-94.0,152,17,7,3,20.274347
1959,31.75,-93.75,153,11,3,3,21.574688
1959,31.75,-93.5,151,21,8,6,21.026691
1959,31.75,-93.25,154,26,16,8,20.659307
1959,31.75,-93.0,154,26,17,9,20.704132
1959,31.75,-92.75,153,24,14,9,21.104914
1959,31.75,-92.5,153,21,13,8,21.162043
1959,31.75,-92.25,153,20,11,8,21.239386
1959,31.75,-92.0,152,20,11,8,21.17962
1959,31.75,-91.75,150,20,11,7,21.119854
1959,31.75,-91.5,149,20,11,7,21.309698
1959,31.75,-91.25,150,21,11,7,21.253448
1959,31.75,-91.0,154,22,12,7,20.860138
1959,31.75,-90.75,154,22,13,7,20.522638
1959,31.75,-90.5,152,24,13,8,20.353888
1959,31.75,-90.25,152,23,13,8,20.701496
1959,31.75,-90.0,153,24,13,9,20.96165
1959,31.75,-89.75,153,25,13,9,21.172588
1959,31.75,-89.5,154,25,13,10,21.214777
1959,31.75,-89.25,155,25,13,10,21.2429
1959,31.75,-89.0,154,24,13,10,21.109308
1959,31.75,-88.75,154,24,13,10,20.901886
1959,31.75,-88.5,154,24,13,10,20.940557
1959,31.75,-88.25,154,23,12,10,20.908916
1959,31.75,-88.0,152,23,12,7,20.89837
1959,31.75,-87.75,152,23,13,9,20.701496
1959,31.75,-87.5,153,23,14,9,20.655792
1959,31.75,-87.25,154,23,13,9,20.371027
1959,31.75,-87.0,152,21,13,9,20.051105
1959,31.75,-86.75,155,22,14,9,20.03001
1959,31.75,-86.5,153,22,14,10,19.393682
1959,31.75,-86.25,152,25,16,11,19.147589
1959,31.75,-86.0,152,23,16,11,18.807892
1959,31.75,-85.75,151,24,15,12,18.371954
1959,31.75,-85.5,150,23,16,10,19.159454
1959,31.75,-85.25,150,21,11,8,19.754913
1959,31.75,-85.0,151,19,10,8,19.50179
1959,31.75,-84.75,151,19,14,9,18.55257
1959,31.75,-84.5,149,19,15,11,17.656086
1959,31.75,-84.25,148,18,15,10,17.438116
1959,31.75,-84.0,143,18,14,9,17.494366
1959,31.75,-83.75,142,17,14,10,17.638508
1959,31.75,-83.5,143,18,14,10,17.450861
1959,31.75,-83.25,144,20,12,10,17.320782
1959,31.75,-83.0,144,22,13,10,17.120392
1959,31.75,-82.75,141,22,13,10,17.503595
1959,31.75,-82.5,141,21,13,10,17.589289
1959,31.75,-82.25,143,23,14,8,17.132257
1959,31.75,-82.0,143,20,14,9,18.025227
1959,31.75,-81.75,140,20,13,9,18.643976
1959,31.75,-81.5,134,18,12,8,19.167805
1959,31.75,-81.25,122,14,7,3,21.149298
1959,31.5,-95.0,151,26,14,10,17.661798
1959,31.5,-94.75,150,25,13,10,18.410625
1959,31.5,-94.5,149,21,12,5,19.352814
1959,31.5,-94.25,149,20,10,5,19.827862
1959,31.5,-94.0,148,15,5,3,21.32552
1959,31.5,-93.75,149,7,3,3,22.884258
1959,31.5,-93.5,151,16,6,3,22.134113
1959,31.5,-93.25,154,23,12,6,21.555792
1959,31.5,-93.0,154,22,13,6,21.76673
1959,31.5,-92.75,153,20,11,7,22.283527
1959,31.5,-92.5,153,20,10,7,22.213215
1959,31.5,-92.25,150,21,10,7,22.142902
1959,31.5,-92.0,149,20,9,6,22.083136
1959,31.5,-91.75,148,19,9,6,22.206182
1959,31.5,-91.5,147,19,8,7,22.374933
1959,31.5,-91.25,148,20,9,7,22.171026
1959,31.5,-91.0,150,21,12,7,21.74212
1959,31.5,-90.75,150,22,13,7,21.4222
1959,31.5,-90.5,151,23,13,9,21.253448
1959,31.5,-90.25,151,24,12,10,21.59798
1959,31.5,-90.0,150,25,13,10,21.634455
1959,31.5,-89.75,151,25,13,9,22.07259
1959,31.5,-89.5,150,24,13,10,22.118292
1959,31.5,-89.25,148,24,12,10,21.406818
1959,31.5,-89.0,149,24,12,10,22.024689
1959,31.5,-88.75,152,23,12,8,21.801886
1959,31.5,-88.5,151,22,12,7,21.678839
1959,31.5,-88.25,152,22,14,7,21.633137
1959,31.5,-88.0,148,20,13,6,21.872198
1959,31.5,-87.75,149,20,12,6,21.699932
1959,31.5,-87.5,150,20,13,7,21.745636
1959,31.5,-87.25,151,19,13,8,21.520636
1959,31.5,-87.0,151,19,14,8,21.31673
1959,31.5,-86.75,144,19,14,7,21.49383
1959,31.5,-86.5,147,20,14,8,20.39915
1959,31.5,-86.25,147,22,12,9,19.289532
1959,31.5,-86.0,146,22,13,9,18.928741
1959,31.5,-85.75,149,22,14,10,18.23968
1959,31.5,-85.5,149,22,14,10,19.09046
1959,31.5,-85.25,147,19,13,8,19.217022
1959,31.5,-85.0,145,18,10,8,18.963898
1959,31.5,-84.75,143,17,11,9,18.58421
1959,31.5,-84.5,143,19,14,10,17.87757
1959,31.5,-84.25,144,19,13,10,17.415705
1959,31.5,-84.0,144,17,12,9,17.559845
1959,31.5,-83.75,139,17,13,9,17.668829
1959,31.5,-83.5,140,17,12,10,17.524689
1959,31.5,-83.25,140,19,12,10,17.176641
1959,31.5,-83.0,140,20,12,10,16.958673
1959,31.5,-82.75,140,21,13,10,17.25047
1959,31.5,-82.5,141,21,12,9,17.557648
1959,31.5,-82.25,141,21,14,9,17.722881
1959,31.5,-82.0,137,21,13,10,18.186945
1959,31.5,-81.75,133,19,12,10,18.816242
1959,31.5,-81.5,121,10,5,1,22.732647
1959,31.5,-81.25,103,5,1,1,25.52625
1959,31.25,-95.0,149,20,10,7,19.071564
1959,31.25,-94.75,149,20,11,6,19.964533
1959,31.25,-94.5,147,13,5,3,21.191486
1959,31.25,-94.25,147,13,3,3,21.768047
1959,31.25,-94.0,149,15,6,3,21.880987
1959,31.25,-93.75,148,8,3,3,23.604961
1959,31.25,-93.5,152,17,6,5,22.735285
1959,31.25,-93.25,153,21,6,6,22.44217
1959,31.25,-93.0,153,20,11,6,22.648273
1959,31.25,-92.75,151,20,9,6,23.154522
1959,31.25,-92.5,150,22,11,8,23.038507
1959,31.25,-92.25,150,21,9,6,23.03631
1959,31.25,-92.0,148,20,9,7,23.14837
1959,31.25,-91.75,147,19,8,6,23.288996
1959,31.25,-91.5,146,18,8,6,23.401495
1959,31.25,-91.25,148,21,8,6,23.06048
1959,31.25,-91.0,149,21,11,7,22.659698
1959,31.25,-90.75,149,21,11,7,22.596416
1959,31.25,-90.5,148,24,12,10,22.221563
1959,31.25,-90.25,150,23,12,10,21.448126
1959,31.25,-90.0,150,23,12,10,20.977032
1959,31.25,-89.75,146,23,12,10,21.915705
1959,31.25,-89.5,145,23,12,9,22.509846
1959,31.25,-89.25,146,23,13,9,21.543926
1959,31.25,-89.0,145,22,14,8,21.989532
1959,31.25,-88.75,145,21,12,7,22.11258
1959,31.25,-88.5,146,21,12,7,22.46634
1959,31.25,-88.25,147,18,12,6,22.483917
1959,31.25,-88.0,143,20,11,5,22.965557
1959,31.25,-87.75,144,20,11,5,22.69837
1959,31.25,-87.5,146,19,12,7,20.842121
1959,31.25,-87.25,148,20,14,8,20.107355
1959,31.25,-87.0,147,20,14,8,20.813995
1959,31.25,-86.75,144,19,11,6,21.330791
1959,31.25,-86.5,146,22,12,8,19.386652
1959,31.25,-86.25,145,22,13,9,18.592121
1959,31.25,-86.0,143,22,13,9,18.468195
1959,31.25,-85.75,143,21,14,9,18.306477
1959,31.25,-85.5,143,20,14,9,18.854914
1959,31.25,-85.25,143,18,11,9,18.921711
1959,31.25,-85.0,142,17,10,9,18.964777
1959,31.25,-84.75,140,17,11,9,18.76087
1959,31.25,-84.5,141,18,13,9,18.087189
1959,31.25,-84.25,139,17,13,9,17.834064
1959,31.25,-84.0,137,17,12,9,17.98875
1959,31.25,-83.75,136,17,10,9,18.09422
1959,31.25,-83.5,139,17,10,9,17.907892
1959,31.25,-83.25,140,19,11,10,17.152033
1959,31.25,-83.0,138,19,11,9,17.559845
1959,31.25,-82.75,138,19,11,9,17.851643
1959,31.25,-82.5,138,18,12,9,17.960627
1959,31.25,-82.25,135,18,12,9,18.485773
1959,31.25,-82.0,133,19,12,9,18.633429
1959,31.25,-81.75,128,17,10,7,19.546173
1959,31.25,-81.5,115,8,3,1,23.430939
1959,31.0,-95.0,147,15,8,3,20.403986
1959,31.0,-94.75,148,17,9,6,20.927814
1959,31.0,-94.5,148,14,7,3,21.778595
1959,31.0,-94.25,147,13,4,3,22.492706
1959,31.0,-94.0,147,14,3,3,23.016535
1959,31.0,-93.75,148,16,6,3,23.564972
1959,31.0,-93.5,148,17,6,4,23.946857
1959,31.0,-93.25,148,22,10,6,23.65506
1959,31.0,-93.0,149,22,10,7,23.592218
1959,31.0,-92.75,149,19,8,6,23.964436
1959,31.0,-92.5,150,20,8,8,23.738117
1959,31.0,-92.25,149,19,8,6,23.787334
1959,31.0,-92.0,148,19,7,6,23.956964
1959,31.0,-91.75,145,19,7,4,24.220636
1959,31.0,-91.5,144,15,7,2,24.32962
1959,31.0,-91.25,144,20,8,5,23.738995
1959,31.0,-91.0,146,21,9,5,23.594854
1959,31.0,-90.75,146,21,10,5,23.596172
1959,31.0,-90.5,146,21,11,5,22.48172
1959,31.0,-90.25,145,21,11,6,22.590704
1959,31.0,-90.0,143,23,11,9,21.359797
1959,31.0,-89.75,144,23,11,8,22.397345
1959,31.0,-89.5,145,22,11,6,22.942266
1959,31.0,-89.25,144,22,12,6,22.379766
1959,31.0,-89.0,141,21,12,5,22.038752
1959,31.0,-88.75,141,18,10,5,22.225079
1959,31.0,-88.5,143,19,11,6,22.34549
1959,31.0,-88.25,144,20,13,7,21.188848
1959,31.0,-88.0,140,17,8,5,23.62298
1959,31.0,-87.75,140,19,10,5,22.772198
1959,31.0,-87.5,141,20,11,6,21.021418
1959,31.0,-87.25,142,19,11,7,19.650324
1959,31.0,-87.0,142,19,13,7,19.46048
1959,31.0,-86.75,143,19,11,5,20.683918
1959,31.0,-86.5,142,19,13,6,19.158136
1959,31.0,-86.25,141,20,13,8,18.381184
1959,31.0,-86.0,141,21,13,10,18.30296
1959,31.0,-85.75,140,19,12,9,18.636944
1959,31.0,-85.5,140,18,11,9,19.104523
1959,31.0,-85.25,140,16,11,9,19.188898
1959,31.0,-85.0,139,16,9,8,19.301397
1959,31.0,-84.75,138,16,9,7,19.565948
1959,31.0,-84.5,138,17,12,8,18.93797
1959,31.0,-84.25,138,17,11,8,18.523127
1959,31.0,-84.0,134,16,10,9,18.498516
1959,31.0,-83.75,135,15,9,9,18.533672
1959,31.0,-83.5,136,16,10,8,18.540705
1959,31.0,-83.25,137,18,10,7,17.89383
1959,31.0,-83.0,135,18,10,8,18.691875
1959,31.0,-82.75,132,17,10,8,19.127813
1959,31.0,-82.5,133,18,10,9,19.064533
1959,31.0,-82.25,130,18,11,9,19.184063
1959,31.0,-82.0,130,16,10,8,19.535625
